Gender,Age,Tenure,MonthlyCharges,TotalCharges,PaymentMethod,ContractType,InternetService,StreamingServices,TechSupport,Churn
0,25,46,48.76,2242.96,0,2,1,0,1,0
1,25,5,23.22,116.1,3,2,0,0,1,0
0,69,4,93.25,373.0,3,0,1,1,1,0
0,75,62,30.03,1861.86,1,2,0,0,0,1
0,73,12,45.51,546.12,1,1,1,0,1,1
1,63,67,74.44,4987.48,0,0,1,0,0,1
0,77,41,110.5,4530.5,2,2,0,1,0,0
1,50,67,126.02,8443.34,3,0,1,0,1,0
0,28,26,107.39,2792.14,0,1,1,0,0,0
1,77,8,90.76,726.08,1,1,1,1,1,1
1,72,17,86.77,1475.09,1,1,1,0,0,1
0,20,28,105.84,2963.52,1,0,0,0,0,1
1,26,44,67.96,2990.24,1,1,1,1,0,1
0,63,32,116.87,3739.84,1,0,0,0,0,1
0,63,15,78.58,1178.7,0,0,0,0,1,1
0,38,44,81.91,3604.04,0,0,0,1,1,0
1,43,68,38.37,2609.16,3,0,1,0,1,1
1,51,63,39.63,2496.69,1,2,1,1,0,0
1,60,34,145.57,4949.38,3,2,1,1,1,1
0,59,46,143.59,6605.14,3,1,0,0,1,0
1,69,62,66.01,4092.62,1,1,0,0,0,0
1,38,62,38.69,2398.78,3,0,1,1,1,0
0,47,65,60.62,3940.3,1,0,1,1,0,0
1,22,33,70.46,2325.18,1,0,1,0,1,0
0,48,35,20.1,703.5,1,2,0,0,0,1
0,41,54,31.33,1691.82,3,2,1,1,0,0
0,66,63,82.49,5196.87,2,0,1,0,0,0
0,64,53,99.08,5251.24,2,1,1,1,1,0
0,60,8,105.93,847.44,3,1,0,0,1,0
1,43,71,105.38,7481.98,1,2,1,0,1,0
1,77,18,126.32,2273.76,2,1,0,0,0,1
1,40,67,54.6,3658.2,3,0,1,0,0,1
1,55,34,58.08,1974.72,3,2,1,1,0,1
1,65,15,96.4,1446.0,3,1,0,0,0,0
1,55,71,76.88,5458.48,1,0,1,0,0,1
1,41,14,145.71,2039.94,1,1,0,0,1,0
0,27,28,89.72,2512.16,3,0,1,0,0,1
1,22,54,101.06,5457.24,3,2,1,1,1,0
0,64,44,143.0,6292.0,1,0,1,0,0,0
0,53,15,37.37,560.55,2,1,0,1,1,0
0,24,45,132.51,5962.95,2,2,1,0,0,1
0,45,12,132.51,1590.12,0,1,0,0,1,0
1,30,12,102.09,1225.08,1,1,1,1,0,1
1,64,10,44.59,445.9,2,2,0,1,0,0
1,65,23,97.62,2245.26,2,1,0,1,0,0
0,52,31,80.74,2502.94,0,0,1,1,1,0
1,27,7,65.05,455.35,1,2,0,1,0,1
0,62,69,97.42,6721.98,0,0,1,1,1,0
1,54,38,137.85,5238.3,0,1,1,1,1,1
1,44,8,102.2,817.6,3,2,1,0,1,0
1,79,43,92.03,3957.29,1,1,1,0,1,0
1,73,35,139.27,4874.45,0,0,1,0,1,1
0,37,67,146.33,9804.11,2,2,0,1,1,1
0,26,40,140.25,5610.0,3,2,1,0,0,1
0,57,21,136.64,2869.44,2,2,0,1,1,0
1,69,2,107.9,215.8,2,1,0,0,0,0
0,55,40,63.3,2532.0,3,1,1,1,0,1
1,44,57,84.49,4815.93,1,2,0,0,1,1
0,22,45,61.03,2746.35,3,2,1,1,1,0
0,73,60,126.3,7578.0,2,1,1,0,0,1
1,28,60,124.83,7489.8,1,0,1,0,1,0
0,37,15,50.41,756.15,3,1,1,1,1,1
0,63,40,127.04,5081.6,2,1,1,1,0,0
0,74,65,68.48,4451.2,1,1,1,0,1,1
0,31,48,82.39,3954.72,3,2,0,1,0,1
1,28,69,78.8,5437.2,0,2,1,1,0,0
0,39,20,107.63,2152.6,2,2,1,1,0,0
1,63,63,78.27,4931.01,1,1,1,1,0,0
0,56,39,134.15,5231.85,3,2,1,0,1,1
0,30,7,86.06,602.42,0,1,1,1,0,0
1,23,17,122.93,2089.81,0,1,1,1,1,1
0,77,66,79.08,5219.28,0,1,0,1,1,1
1,26,54,66.26,3578.04,3,2,1,1,0,1
1,53,18,31.16,560.88,1,1,1,1,0,0
0,59,29,35.65,1033.85,1,0,1,1,0,1
1,75,71,48.96,3476.16,1,0,1,0,0,0
0,26,70,111.11,7777.7,2,0,1,0,1,1
1,67,64,129.9,8313.6,0,2,0,1,0,1
0,30,5,41.47,207.35,1,1,1,0,1,0
0,63,28,146.34,4097.52,2,1,1,1,1,0
1,66,40,30.1,1204.0,2,2,1,1,0,0
0,69,10,62.78,627.8,1,1,0,1,0,1
1,56,7,137.04,959.28,0,1,0,0,1,1
0,73,44,25.44,1119.36,1,2,1,1,1,0
1,35,44,47.99,2111.56,3,0,1,1,0,1
1,23,14,37.11,519.54,3,2,1,0,1,0
0,33,12,88.25,1059.0,3,1,0,0,0,0
1,31,0,22.3,0.0,1,1,1,0,1,0
0,48,33,95.13,3139.29,2,2,1,1,0,0
0,48,37,20.21,747.77,3,0,1,1,1,0
1,31,55,147.45,8109.75,2,1,1,1,0,1
1,36,42,49.08,2061.36,0,0,1,1,1,1
1,47,24,51.65,1239.6,3,1,1,1,1,0
0,41,4,137.62,550.48,2,0,1,1,1,0
1,21,62,55.25,3425.5,2,1,0,1,1,1
0,78,37,141.92,5251.04,1,2,0,0,0,1
0,60,33,105.49,3481.17,1,1,0,1,0,0
1,32,51,41.28,2105.28,1,2,1,0,0,1
0,43,48,102.18,4904.64,0,1,1,0,1,1
1,57,35,103.71,3629.85,1,1,1,0,0,1
0,64,11,49.81,547.91,1,2,1,1,1,1
1,65,57,139.52,7952.64,3,0,1,1,0,0
0,40,14,29.28,409.92,2,2,1,0,1,0
1,72,30,63.3,1899.0,2,0,0,1,1,0
1,78,51,26.5,1351.5,2,1,0,0,1,1
1,70,54,50.51,2727.54,2,2,0,0,0,0
0,21,9,97.1,873.9,1,1,1,0,1,1
0,45,42,60.23,2529.66,0,1,0,0,0,1
0,53,46,95.09,4374.14,0,2,1,1,1,1
0,33,11,34.65,381.15,3,2,1,0,1,0
0,48,34,77.11,2621.74,2,0,0,0,0,0
0,59,68,81.8,5562.4,3,1,1,1,1,1
0,74,34,79.48,2702.32,3,2,1,0,1,0
1,66,24,92.19,2212.56,1,0,1,0,1,0
0,62,25,36.84,921.0,1,0,0,1,1,1
0,42,32,76.22,2439.04,3,0,1,1,1,0
1,20,57,65.28,3720.96,3,2,1,0,0,1
0,34,57,74.15,4226.55,3,2,1,0,1,1
1,66,37,34.07,1260.59,1,0,0,1,1,1
0,18,57,112.46,6410.22,0,1,1,0,1,1
0,37,22,39.71,873.62,2,1,1,0,0,0
1,57,5,134.99,674.95,2,0,0,0,1,1
1,28,37,49.63,1836.31,0,1,1,1,0,0
0,32,59,141.61,8354.99,3,1,1,0,0,1
0,28,40,88.12,3524.8,1,0,1,0,1,1
0,61,0,76.78,0.0,3,1,1,0,1,1
1,28,8,139.83,1118.64,2,0,1,1,1,0
1,46,69,59.36,4095.84,2,1,0,1,0,1
0,29,47,142.21,6683.87,1,1,1,1,1,0
1,54,57,77.6,4423.2,3,0,0,1,1,1
1,27,22,20.01,440.22,0,0,1,0,1,1
0,38,18,112.22,2019.96,2,1,1,0,1,0
0,40,13,85.31,1109.03,3,0,0,0,1,1
1,59,54,26.74,1443.96,2,2,1,1,1,1
0,41,4,127.45,509.8,3,1,1,0,1,0
1,46,40,108.67,4346.8,3,0,1,0,0,1
0,43,66,64.13,4232.58,3,2,0,1,0,1
0,45,31,24.28,752.68,0,0,0,0,1,0
0,75,43,124.83,5367.69,2,1,1,1,1,0
1,36,4,119.56,478.24,2,0,0,1,1,1
0,30,68,40.63,2762.84,2,0,1,1,1,1
0,46,8,39.27,314.16,2,1,1,0,1,0
1,43,69,44.54,3073.26,3,1,0,0,0,1
0,32,12,130.12,1561.44,0,0,1,0,0,0
0,42,40,121.53,4861.2,0,1,0,1,1,0
0,41,27,74.94,2023.38,3,2,1,0,1,1
0,76,32,141.23,4519.36,0,2,0,0,0,0
0,38,21,113.83,2390.43,3,0,0,0,0,1
1,38,33,109.21,3603.93,1,0,1,0,1,0
1,20,54,106.64,5758.56,3,1,1,0,1,1
1,67,60,131.48,7888.8,3,0,0,0,0,0
1,39,67,123.24,8257.08,0,0,0,0,0,1
0,49,2,116.18,232.36,0,0,1,0,1,0
1,24,16,134.02,2144.32,0,0,1,1,1,1
0,52,40,27.46,1098.4,0,0,1,0,0,0
0,29,37,109.09,4036.33,3,0,0,0,0,1
1,37,38,86.25,3277.5,3,1,1,1,1,1
0,54,28,118.23,3310.44,3,2,0,1,1,1
0,31,29,108.51,3146.79,0,0,0,0,1,0
1,47,24,145.15,3483.6,3,2,1,1,1,0
0,20,1,111.4,111.4,2,2,0,0,1,0
0,69,39,45.59,1778.01,3,2,0,0,0,0
1,50,0,69.76,0.0,0,1,0,1,1,0
0,44,3,30.01,90.03,0,0,0,1,1,0
1,56,6,48.23,289.38,2,2,1,1,0,1
0,79,25,29.5,737.5,1,1,1,1,1,1
1,62,60,35.98,2158.8,1,2,1,1,1,1
1,19,59,112.08,6612.72,2,1,1,1,1,0
1,58,40,142.28,5691.2,0,0,1,1,0,0
0,37,7,23.21,162.47,2,2,1,1,1,0
0,65,9,143.04,1287.36,2,2,1,1,1,1
0,23,21,22.72,477.12,3,0,1,1,1,1
0,60,28,126.47,3541.16,1,2,1,1,1,1
1,38,10,81.01,810.1,2,2,0,0,1,0
1,75,6,144.41,866.46,1,1,1,1,1,1
0,27,62,149.9,9293.8,1,0,1,0,1,1
1,25,12,99.43,1193.16,2,0,0,0,1,1
1,76,5,96.22,481.1,0,2,1,1,1,0
1,43,71,127.88,9079.48,0,2,1,0,1,1
1,19,9,102.85,925.65,0,2,0,1,1,1
1,55,23,125.32,2882.36,1,2,0,0,1,1
1,72,44,67.07,2951.08,2,0,1,1,1,1
0,32,43,33.23,1428.89,2,0,1,0,0,1
1,54,49,87.59,4291.91,2,2,0,0,0,1
1,28,0,74.83,0.0,3,1,1,0,0,1
1,76,11,138.69,1525.59,0,2,1,1,1,0
0,58,53,41.05,2175.65,3,1,0,1,0,1
0,47,28,42.84,1199.52,0,2,1,0,1,1
1,41,14,98.65,1381.1,2,1,1,1,1,1
1,33,9,77.53,697.77,3,2,1,1,1,0
0,18,14,136.21,1906.94,3,0,1,1,0,0
0,53,40,28.26,1130.4,2,2,1,1,0,1
1,75,63,38.11,2400.93,3,1,0,0,0,1
1,63,7,112.42,786.94,0,0,1,1,1,0
1,54,50,61.3,3065.0,2,1,0,1,0,0
1,77,4,39.97,159.88,2,0,1,1,0,0
1,76,18,108.01,1944.18,3,0,1,1,1,1
0,29,22,59.42,1307.24,3,2,1,1,1,0
0,41,18,88.71,1596.78,2,1,1,0,0,0
1,21,19,25.25,479.75,2,0,1,1,0,1
0,50,30,94.88,2846.4,0,2,0,0,0,1
1,69,2,46.28,92.56,0,0,1,1,1,1
0,30,13,46.99,610.87,2,0,1,1,0,1
1,28,25,26.37,659.25,0,0,1,0,1,1
0,67,35,85.4,2989.0,0,1,0,0,0,1
0,26,53,113.87,6035.11,3,2,1,0,1,0
0,44,54,46.91,2533.14,1,2,1,1,0,1
1,66,18,131.09,2359.62,0,1,1,1,0,1
0,45,51,61.72,3147.72,2,1,1,1,0,1
0,36,30,105.54,3166.2,0,0,0,1,0,1
0,68,40,139.77,5590.8,3,2,0,0,0,0
0,56,9,70.29,632.61,0,0,0,0,0,1
0,60,7,43.19,302.33,0,1,1,1,0,0
1,49,42,71.61,3007.62,0,1,1,0,0,1
0,33,22,144.05,3169.1,2,1,0,1,1,0
1,27,48,30.79,1477.92,0,0,0,1,1,0
0,46,62,149.09,9243.58,1,1,1,1,1,1
0,50,15,27.86,417.9,3,0,0,1,1,1
0,60,33,140.27,4628.91,2,0,1,1,0,1
1,75,46,75.94,3493.24,1,2,1,0,1,0
1,44,24,99.18,2380.32,0,1,1,1,1,1
0,62,46,62.05,2854.3,1,1,1,0,0,1
1,30,40,142.31,5692.4,3,0,1,1,1,0
1,58,69,96.8,6679.2,2,1,1,1,0,1
1,31,21,102.69,2156.49,1,2,1,0,0,0
0,53,70,143.54,10047.8,2,2,0,0,1,0
0,24,12,23.88,286.56,1,1,0,1,0,1
0,31,33,74.61,2462.13,3,2,1,0,0,0
0,78,53,129.32,6853.96,3,2,0,1,0,0
0,21,12,27.06,324.72,2,2,0,1,1,0
1,18,65,86.39,5615.35,1,1,1,0,1,0
0,71,11,147.68,1624.48,2,1,1,1,1,0
0,18,46,42.56,1957.76,0,2,0,1,1,0
1,44,8,28.99,231.92,0,1,1,0,1,1
0,78,55,131.55,7235.25,1,1,1,1,0,0
0,24,53,121.64,6446.92,1,0,1,0,1,1
0,79,40,142.9,5716.0,0,2,0,0,0,1
0,68,39,86.16,3360.24,3,1,1,0,0,1
1,75,66,117.12,7729.92,0,0,1,0,1,0
1,60,66,133.6,8817.6,2,2,0,1,1,0
1,73,15,146.04,2190.6,1,0,0,0,0,1
1,40,4,62.95,251.8,1,0,1,1,1,0
1,53,5,114.45,572.25,0,1,1,1,0,0
0,70,26,50.82,1321.32,1,1,1,1,1,0
1,45,28,137.15,3840.2,0,2,1,0,0,0
1,77,58,83.97,4870.26,2,2,1,1,1,0
1,32,39,24.48,954.72,0,2,1,1,0,0
0,70,70,37.32,2612.4,1,2,0,1,1,0
0,66,22,49.76,1094.72,3,0,1,1,0,1
1,24,68,108.94,7407.92,0,1,1,1,1,1
0,75,5,87.05,435.25,3,1,0,0,1,1
1,19,13,40.67,528.71,2,2,0,0,1,1
1,32,38,112.63,4279.94,3,1,1,1,0,1
1,43,62,86.92,5389.04,3,2,1,1,0,1
0,56,15,111.25,1668.75,1,2,1,1,0,1
0,28,49,49.49,2425.01,2,1,1,0,0,1
1,21,71,82.95,5889.45,2,0,1,0,1,0
0,56,40,125.63,5025.2,1,0,1,1,1,0
1,19,65,75.48,4906.2,3,1,1,0,0,0
0,79,35,30.37,1062.95,3,1,1,1,1,1
1,75,32,32.56,1041.92,2,1,1,1,1,0
0,34,64,27.46,1757.44,0,0,1,1,1,0
0,34,23,137.79,3169.17,0,2,0,0,0,1
1,24,23,118.28,2720.44,3,0,1,0,1,1
1,30,37,143.1,5294.7,2,2,0,0,1,0
0,57,41,54.64,2240.24,1,1,1,1,0,1
1,30,43,132.62,5702.66,2,2,1,1,0,0
1,55,22,59.7,1313.4,0,0,1,1,0,0
1,23,10,72.82,728.2,3,0,1,0,0,1
1,78,68,82.16,5586.88,0,0,1,1,0,1
0,69,21,78.56,1649.76,0,1,1,0,1,0
1,41,35,53.9,1886.5,2,1,1,1,0,0
1,36,7,80.12,560.84,3,0,0,1,1,0
1,37,1,123.4,123.4,1,1,0,0,1,1
0,28,50,87.39,4369.5,0,1,1,0,1,1
0,42,52,76.56,3981.12,3,1,0,1,1,1
0,67,51,79.61,4060.11,1,2,1,1,0,1
1,44,66,147.08,9707.28,0,1,1,0,1,0
0,59,33,118.0,3894.0,0,1,1,0,1,1
0,63,11,48.64,535.04,1,1,1,1,0,0
0,52,21,147.02,3087.42,3,1,0,0,0,1
0,73,22,31.18,685.96,1,2,1,0,0,1
0,25,24,81.54,1956.96,1,0,0,1,1,0
1,79,38,23.25,883.5,0,1,1,1,0,1
1,66,63,131.71,8297.73,0,1,1,1,1,1
1,43,43,123.54,5312.22,1,0,1,0,1,1
0,38,68,104.65,7116.2,2,2,1,0,1,1
0,31,33,30.57,1008.81,2,0,1,1,1,0
0,58,61,59.33,3619.13,0,2,1,0,0,0
0,62,49,109.79,5379.71,1,0,1,0,0,0
1,67,28,93.95,2630.6,2,1,0,1,1,1
1,30,5,29.13,145.65,0,0,1,0,1,0
0,53,1,39.11,39.11,2,0,1,0,0,1
1,55,21,70.59,1482.39,3,0,1,0,1,0
1,55,13,142.68,1854.84,2,0,0,0,0,1
1,51,28,112.46,3148.88,2,0,1,0,1,1
0,43,34,103.55,3520.7,3,2,1,0,1,1
0,50,51,149.67,7633.17,0,0,1,1,1,0
1,36,44,102.9,4527.6,0,0,1,1,0,0
1,36,12,122.21,1466.52,3,0,0,1,1,1
0,76,56,149.52,8373.12,2,2,0,1,0,1
1,66,52,109.19,5677.88,1,0,1,1,0,1
1,21,22,106.71,2347.62,3,1,1,1,1,1
1,28,11,57.52,632.72,2,0,0,0,1,0
1,70,15,149.74,2246.1,3,2,1,1,1,0
1,41,34,44.68,1519.12,2,1,0,0,1,1
0,58,28,23.84,667.52,0,0,1,1,1,0
1,40,7,76.73,537.11,1,1,1,0,0,0
0,52,23,74.84,1721.32,2,1,1,0,1,0
0,74,64,126.1,8070.4,1,1,1,0,0,0
1,52,10,60.75,607.5,0,2,1,0,1,0
0,39,6,65.89,395.34,2,1,0,1,0,1
1,24,31,28.47,882.57,3,1,1,1,1,0
0,21,64,148.18,9483.52,2,1,1,1,1,1
0,47,11,107.94,1187.34,0,1,0,1,0,1
0,62,69,142.89,9859.41,2,1,1,1,1,1
0,41,60,71.9,4314.0,3,2,0,0,0,0
1,25,8,107.28,858.24,3,1,1,0,0,0
1,60,61,100.52,6131.72,1,1,1,0,1,0
1,72,45,58.13,2615.85,2,2,1,1,1,0
0,71,65,115.53,7509.45,2,0,1,0,1,1
0,76,60,144.72,8683.2,1,0,0,0,1,0
1,70,29,142.03,4118.87,0,0,1,0,1,0
1,25,21,68.01,1428.21,2,2,1,1,0,1
1,69,16,58.2,931.2,1,2,0,1,0,0
1,75,19,74.8,1421.2,3,2,1,0,1,0
0,53,3,67.5,202.5,2,0,1,1,1,0
1,55,14,49.82,697.48,0,0,1,0,1,0
0,19,50,49.5,2475.0,2,1,1,0,0,1
0,28,58,116.3,6745.4,3,0,1,0,0,0
1,31,53,46.77,2478.81,1,0,1,1,1,0
0,75,14,66.16,926.24,0,0,1,0,1,0
0,50,50,51.14,2557.0,1,2,1,0,1,0
0,38,20,63.84,1276.8,0,2,1,0,1,1
1,64,2,148.67,297.34,0,1,1,0,0,0
1,41,21,46.91,985.11,1,0,1,1,0,1
1,52,70,142.31,9961.7,2,2,1,1,1,1
1,69,32,24.04,769.28,1,2,1,0,1,0
0,54,47,107.32,5044.04,1,0,0,1,1,0
0,74,56,29.21,1635.76,3,1,1,1,1,0
1,73,48,85.87,4121.76,2,2,0,0,1,0
0,78,12,132.35,1588.2,0,0,0,1,1,0
1,60,57,136.4,7774.8,0,0,1,1,0,0
0,63,58,64.92,3765.36,2,2,1,0,1,1
1,64,34,119.6,4066.4,0,0,0,0,0,1
1,50,58,130.06,7543.48,0,0,0,1,1,1
0,36,61,111.33,6791.13,0,2,1,1,1,1
1,72,19,69.01,1311.19,2,0,1,0,0,0
1,75,40,82.81,3312.4,3,0,0,0,1,0
1,52,8,77.37,618.96,0,0,1,0,1,0
1,24,8,124.92,999.36,2,1,0,1,0,0
0,65,64,61.0,3904.0,3,2,1,1,1,0
0,70,13,147.36,1915.68,3,2,1,0,1,1
0,67,45,52.31,2353.95,1,1,1,0,1,1
0,22,8,25.77,206.16,2,1,1,0,0,1
0,62,25,115.46,2886.5,3,2,1,0,0,0
1,31,19,54.55,1036.45,2,0,1,0,1,1
1,74,5,123.78,618.9,1,2,1,0,1,1
1,32,28,101.23,2834.44,2,1,0,0,0,1
0,52,20,31.82,636.4,3,1,1,0,0,0
1,24,26,97.2,2527.2,2,2,1,1,0,0
0,34,23,147.22,3386.06,1,1,0,0,1,0
0,48,11,135.78,1493.58,2,1,0,1,1,0
1,36,34,118.55,4030.7,0,1,1,0,0,1
1,39,61,96.44,5882.84,2,0,0,1,0,1
1,30,29,125.15,3629.35,0,2,1,0,1,0
0,43,24,128.13,3075.12,1,0,0,0,0,0
1,53,0,52.44,0.0,2,2,1,1,0,1
1,46,55,78.54,4319.7,2,0,1,1,0,0
1,39,42,129.96,5458.32,3,2,0,1,0,0
1,40,33,148.9,4913.7,0,1,0,0,1,1
1,31,56,107.77,6035.12,0,1,1,0,1,0
0,58,37,37.63,1392.31,1,2,1,0,1,1
1,31,36,61.04,2197.44,0,0,1,0,1,0
1,47,1,97.22,97.22,3,0,1,0,1,0
0,59,7,75.23,526.61,0,2,1,1,1,1
1,58,9,70.11,630.99,1,0,0,0,1,0
0,33,54,84.78,4578.12,0,1,1,0,0,0
0,64,38,82.75,3144.5,1,2,1,0,1,1
1,74,18,31.01,558.18,3,2,0,1,0,1
1,21,26,42.86,1114.36,1,2,0,1,0,1
1,29,38,121.14,4603.32,3,1,1,0,1,1
1,43,51,50.78,2589.78,3,2,1,1,0,0
0,35,41,65.06,2667.46,3,1,1,1,0,0
0,38,65,50.89,3307.85,3,0,1,0,0,0
0,75,53,42.08,2230.24,0,2,1,0,1,0
1,46,71,76.66,5442.86,0,0,0,0,1,1
0,52,34,106.35,3615.9,1,0,1,1,0,0
1,38,22,88.45,1945.9,2,2,1,0,1,1
1,59,58,66.4,3851.2,0,0,1,0,0,0
0,74,13,46.23,600.99,1,0,1,0,0,1
0,74,26,109.63,2850.38,1,2,1,0,0,1
0,75,2,113.21,226.42,1,0,1,1,0,1
0,22,24,52.5,1260.0,2,1,1,0,1,1
1,72,6,82.6,495.6,1,1,1,0,0,1
1,22,59,78.29,4619.11,2,0,0,1,0,0
1,57,46,102.02,4692.92,3,2,0,1,0,1
0,58,39,53.89,2101.71,0,0,1,1,0,1
0,69,61,39.67,2419.87,3,0,1,1,0,0
0,68,37,53.53,1980.61,1,1,0,1,0,0
1,43,5,112.94,564.7,3,2,1,0,1,1
1,22,67,24.13,1616.71,0,0,1,0,1,1
0,36,23,138.45,3184.35,0,1,1,1,0,1
0,25,30,21.73,651.9,3,2,1,1,1,0
0,23,23,72.58,1669.34,3,1,1,1,0,1
1,39,46,80.73,3713.58,3,2,1,1,0,0
1,73,67,48.27,3234.09,2,0,0,1,0,0
1,78,29,23.84,691.36,3,2,0,1,0,0
0,73,32,44.41,1421.12,2,2,1,1,0,1
1,53,28,45.66,1278.48,3,1,0,1,1,1
1,29,60,39.17,2350.2,2,0,1,1,0,1
0,38,29,61.11,1772.19,1,0,1,0,1,1
0,56,58,86.7,5028.6,2,2,1,1,0,0
0,64,59,129.61,7646.99,0,1,1,1,0,1
1,30,51,76.76,3914.76,1,0,1,1,1,0
0,34,70,134.15,9390.5,1,0,1,0,1,1
1,58,54,97.88,5285.52,3,2,1,1,1,1
0,68,39,129.82,5062.98,0,0,1,1,0,1
0,65,36,50.09,1803.24,1,2,1,1,0,1
0,24,55,91.94,5056.7,2,2,1,0,0,0
0,48,56,103.58,5800.48,2,1,0,1,0,1
0,42,25,137.53,3438.25,0,1,1,1,1,1
1,59,25,104.62,2615.5,1,2,0,1,0,0
1,50,66,134.28,8862.48,1,1,1,0,1,0
1,70,19,21.53,409.07,0,1,1,0,1,1
1,45,11,132.08,1452.88,3,1,1,1,0,1
0,78,38,139.18,5288.84,1,0,1,0,1,1
1,45,37,117.21,4336.77,3,2,1,0,0,1
0,20,24,61.68,1480.32,3,0,1,0,1,0
0,48,49,22.29,1092.21,0,2,1,0,0,0
1,23,56,120.53,6749.68,0,2,1,1,0,0
1,35,62,77.96,4833.52,0,1,1,0,0,0
0,36,18,127.76,2299.68,3,0,1,0,1,0
0,78,34,41.48,1410.32,1,1,0,1,0,0
1,49,21,120.58,2532.18,1,0,1,1,0,0
0,70,39,100.5,3919.5,1,0,1,0,1,1
1,19,42,59.54,2500.68,0,2,0,1,0,0
1,63,36,143.76,5175.36,2,2,0,0,1,0
1,52,6,51.35,308.1,0,1,1,0,0,1
0,67,27,130.45,3522.15,1,2,1,0,1,1
0,66,52,21.8,1133.6,1,1,1,0,1,1
1,48,32,107.07,3426.24,3,0,0,0,0,0
0,44,3,137.56,412.68,1,2,1,0,0,1
0,77,57,38.84,2213.88,3,1,0,0,0,1
1,46,60,29.78,1786.8,0,1,1,1,1,0
0,50,33,49.53,1634.49,2,1,1,0,0,1
0,59,15,146.43,2196.45,0,0,0,0,0,1
0,70,33,90.1,2973.3,0,1,1,0,0,1
0,51,34,97.74,3323.16,3,0,1,0,0,1
1,75,44,40.44,1779.36,2,0,0,0,0,1
0,71,28,136.37,3818.36,3,1,0,0,0,1
1,42,4,53.68,214.72,0,0,1,1,0,1
1,46,26,63.08,1640.08,2,1,1,1,0,0
0,25,37,55.44,2051.28,2,0,0,0,1,0
0,49,53,116.95,6198.35,2,1,1,1,0,1
0,53,51,103.98,5302.98,0,1,0,0,1,1
0,73,46,40.61,1868.06,2,2,0,1,0,1
0,63,68,57.83,3932.44,2,2,1,0,0,0
1,65,35,41.15,1440.25,0,2,1,1,0,0
0,73,16,63.96,1023.36,1,2,1,0,0,1
0,21,69,118.78,8195.82,0,1,0,0,0,0
1,78,62,42.96,2663.52,0,2,1,0,1,1
1,45,31,100.96,3129.76,3,1,0,1,0,0
0,25,8,33.02,264.16,2,1,0,0,0,0
0,70,14,77.0,1078.0,3,1,0,0,0,0
0,67,55,82.87,4557.85,2,2,1,0,0,1
1,47,32,52.08,1666.56,0,1,1,1,1,1
0,76,39,96.85,3777.15,1,1,1,0,1,0
1,45,52,74.9,3894.8,2,0,1,1,1,0
0,25,15,38.89,583.35,0,0,1,1,0,0
1,30,59,118.71,7003.89,0,0,1,1,0,1
1,29,59,21.93,1293.87,3,0,1,0,1,1
0,55,57,132.62,7559.34,3,0,1,0,1,1
1,30,42,110.58,4644.36,0,0,1,1,0,0
1,71,5,41.92,209.6,2,1,1,0,0,0
0,60,32,139.52,4464.64,3,0,0,0,1,0
1,70,37,71.89,2659.93,1,1,1,0,0,1
0,34,44,47.06,2070.64,1,2,0,0,0,0
0,66,14,61.74,864.36,3,2,1,0,0,1
0,24,62,31.28,1939.36,3,2,1,1,0,0
1,55,35,74.92,2622.2,1,2,1,1,1,0
1,50,56,115.06,6443.36,3,0,1,1,1,0
1,48,23,27.18,625.14,0,1,1,1,1,0
1,57,39,148.0,5772.0,0,1,0,1,1,0
1,34,70,116.06,8124.2,3,2,1,1,0,1
0,39,12,148.51,1782.12,3,1,1,0,0,1
1,68,37,124.87,4620.19,1,1,0,0,1,0
1,27,47,96.17,4519.99,1,1,1,1,1,0
1,22,33,96.08,3170.64,3,0,1,0,0,0
0,37,0,77.92,0.0,1,1,1,0,0,1
1,37,21,88.04,1848.84,0,1,0,1,1,0
1,55,24,33.26,798.24,1,1,1,1,1,0
1,77,68,123.79,8417.72,1,2,1,0,0,1
1,55,48,77.15,3703.2,0,0,1,0,0,0
0,49,55,138.27,7604.85,2,0,1,1,1,1
0,33,50,46.76,2338.0,2,2,1,0,1,0
0,54,62,32.18,1995.16,3,1,1,1,0,1
1,53,68,56.32,3829.76,3,0,1,0,0,1
1,64,12,59.61,715.32,3,0,1,0,1,1
0,20,54,99.54,5375.16,1,0,1,1,1,0
0,52,61,145.11,8851.71,2,1,0,0,0,1
1,29,6,144.83,868.98,2,0,1,0,1,1
1,23,63,38.79,2443.77,1,0,0,1,0,0
1,69,39,108.72,4240.08,1,0,1,1,1,1
0,27,62,73.28,4543.36,2,0,0,0,1,0
0,52,2,24.46,48.92,2,0,0,1,0,0
1,44,44,113.07,4975.08,0,2,1,0,1,1
0,65,13,97.39,1266.07,0,2,0,1,0,0
1,49,53,111.68,5919.04,0,1,1,1,0,1
1,41,64,39.33,2517.12,3,2,1,0,0,0
1,23,20,31.22,624.4,1,0,1,0,1,1
1,78,0,80.78,0.0,2,2,1,0,1,1
0,60,28,90.11,2523.08,3,1,1,0,1,0
0,64,17,51.48,875.16,1,2,1,0,0,1
0,45,48,78.5,3768.0,1,2,1,0,1,0
0,49,48,78.1,3748.8,3,1,1,0,0,0
0,48,18,69.64,1253.52,3,2,0,1,1,0
1,40,67,138.87,9304.29,3,1,0,1,1,0
1,60,5,120.2,601.0,1,0,1,0,1,1
0,26,47,100.11,4705.17,1,0,1,0,0,1
